Epoch,Item,Layer,Comprehensive Position,Layer-specific Position
500,Daisy,layer1,"[ 0.0230598   1.4386973  -0.95624876 -0.41684404 -0.69272506  2.5037665
 -0.80045444  0.48850426  0.17216918  0.612543  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.02305979  1.4386972  -0.9562487  -0.4168441  -0.692725    2.503766
 -0.80045444  0.4885042   0.17216921  0.6125431 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Daisy,layer2,"[ 0.0230598   1.4386973  -0.95624876 -0.41684404 -0.69272506  2.5037665
 -0.80045444  0.48850426  0.17216918  0.612543  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.0230598   1.4386972  -0.9562487  -0.4168441  -0.692725    2.503766
 -0.8004545   0.4885042   0.17216921  0.6125431 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Daisy,layer3,"[ 0.0230598   1.4386973  -0.95624876 -0.41684404 -0.69272506  2.5037665
 -0.80045444  0.48850426  0.17216918  0.612543  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.0230598   1.4386971  -0.9562487  -0.4168441  -0.69272506  2.503766
 -0.80045456  0.4885042   0.17216921  0.6125431 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Daisy,layer4,"[ 0.0230598   1.4386973  -0.95624876 -0.41684404 -0.69272506  2.5037665
 -0.80045444  0.48850426  0.17216918  0.612543  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.02305981  1.4386976  -0.95624906 -0.41684386 -0.69272506  2.5037675
 -0.80045414  0.48850438  0.17216909  0.61254275],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
500,Robin,layer1,"[ 0.42742744 -0.6615606  -0.03767174 -0.5025058   0.16742319 -0.5313066
 -0.31940424  0.4685912   0.92815363  1.532676  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.42742744 -0.6615607  -0.03767174 -0.50250566  0.16742317 -0.53130656
 -0.31940418  0.46859118  0.9281535   1.5326757 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Robin,layer2,"[ 0.42742744 -0.6615606  -0.03767174 -0.5025058   0.16742319 -0.5313066
 -0.31940424  0.4685912   0.92815363  1.532676  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.42742747 -0.6615607  -0.03767174 -0.50250566  0.16742317 -0.53130656
 -0.31940418  0.46859118  0.9281535   1.5326757 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Robin,layer3,"[ 0.42742744 -0.6615606  -0.03767174 -0.5025058   0.16742319 -0.5313066
 -0.31940424  0.4685912   0.92815363  1.532676  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.4274275  -0.6615607  -0.03767174 -0.5025057   0.16742316 -0.53130656
 -0.31940416  0.46859118  0.9281535   1.5326757 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Robin,layer4,"[ 0.42742744 -0.6615606  -0.03767174 -0.5025058   0.16742319 -0.5313066
 -0.31940424  0.4685912   0.92815363  1.532676  ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.42742732 -0.66156036 -0.03767173 -0.5025059   0.16742322 -0.53130686
 -0.31940442  0.4685913   0.92815393  1.5326765 ],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
500,Canary,layer1,"[ 0.35662675 -0.6047175  -0.0374581  -0.04782647  1.3003727  -0.56464887
 -0.5902616  -2.4611409   1.1488682  -0.86896765],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.35662684 -0.60471755 -0.0374581  -0.04782647  1.300373   -0.5646488
 -0.5902615  -2.4611409   1.1488682  -0.86896753],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Canary,layer2,"[ 0.35662675 -0.6047175  -0.0374581  -0.04782647  1.3003727  -0.56464887
 -0.5902616  -2.4611409   1.1488682  -0.86896765],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.3566268  -0.60471755 -0.0374581  -0.04782647  1.300373   -0.5646488
 -0.5902615  -2.4611409   1.1488682  -0.86896753],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Canary,layer3,"[ 0.35662675 -0.6047175  -0.0374581  -0.04782647  1.3003727  -0.56464887
 -0.5902616  -2.4611409   1.1488682  -0.86896765],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.35662678 -0.60471755 -0.0374581  -0.04782647  1.300373   -0.5646488
 -0.5902615  -2.4611409   1.1488682  -0.86896753],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Canary,layer4,"[ 0.35662675 -0.6047175  -0.0374581  -0.04782647  1.3003727  -0.56464887
 -0.5902616  -2.4611409   1.1488682  -0.86896765],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.35662666 -0.6047174  -0.0374581  -0.04782647  1.3003721  -0.564649
 -0.59026176 -2.4611409   1.148868   -0.86896795],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
500,Sunfish,layer1,"[ 1.8119226  -1.6695105  -0.40822145  1.0457416  -1.1282943  -0.4938506
  1.3572514  -0.495003   -0.9322934   0.1527341 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.8119229  -1.6695105  -0.4082214   1.0457416  -1.1282941  -0.49385056
  1.3572513  -0.49500307 -0.9322935   0.1527341 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Sunfish,layer2,"[ 1.8119226  -1.6695105  -0.40822145  1.0457416  -1.1282943  -0.4938506
  1.3572514  -0.495003   -0.9322934   0.1527341 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.8119229  -1.6695106  -0.4082214   1.0457416  -1.1282941  -0.49385056
  1.3572513  -0.49500307 -0.9322935   0.1527341 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Sunfish,layer3,"[ 1.8119226  -1.6695105  -0.40822145  1.0457416  -1.1282943  -0.4938506
  1.3572514  -0.495003   -0.9322934   0.1527341 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.8119229  -1.6695107  -0.40822142  1.0457416  -1.1282941  -0.49385053
  1.3572513  -0.49500304 -0.9322935   0.1527341 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Sunfish,layer4,"[ 1.8119226  -1.6695105  -0.40822145  1.0457416  -1.1282943  -0.4938506
  1.3572514  -0.495003   -0.9322934   0.1527341 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.8119218  -1.66951    -0.40822163  1.0457418  -1.1282951  -0.49385068
  1.3572518  -0.49500287 -0.9322932   0.1527341 ],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
500,Salmon,layer1,"[ 0.38703093 -0.12094738 -1.0495099   0.52369106 -0.42284578 -0.14433226
  0.5242237   0.17509001 -0.4814868  -1.5919582 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.38703093 -0.12094738 -1.0495099   0.52369106 -0.42284572 -0.14433226
  0.5242238   0.17509003 -0.48148677 -1.5919584 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Salmon,layer2,"[ 0.38703093 -0.12094738 -1.0495099   0.52369106 -0.42284578 -0.14433226
  0.5242237   0.17509001 -0.4814868  -1.5919582 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.3870309  -0.12094738 -1.0495099   0.52369106 -0.42284572 -0.14433226
  0.5242238   0.17509004 -0.48148677 -1.5919584 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Salmon,layer3,"[ 0.38703093 -0.12094738 -1.0495099   0.52369106 -0.42284578 -0.14433226
  0.5242237   0.17509001 -0.4814868  -1.5919582 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.38703087 -0.12094738 -1.0495099   0.5236911  -0.42284578 -0.14433227
  0.5242238   0.17509006 -0.48148677 -1.5919583 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Salmon,layer4,"[ 0.38703093 -0.12094738 -1.0495099   0.52369106 -0.42284578 -0.14433226
  0.5242237   0.17509001 -0.4814868  -1.5919582 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 0.38703105 -0.12094737 -1.04951     0.52369106 -0.4228458  -0.14433226
  0.52422345  0.17508993 -0.4814869  -1.5919576 ],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
